company,legal_name,dba_name,email,phone,city,state,zip,address,usdot,power_units,truck_units,metro,nearest_hub,mi_nearest,mi_sac,mi_oak,lat,lng,carrier_operation,classdef,safer_url,source
RLT INC,REDDING LUMBER TRANSPORT INC,RLT INC,safety@rlttrucking.com,5302418193,REDDING,CA,96001,4301 EASTSIDE ROAD,134171,66,66,Sacramento,Sacramento,148.7,148.7,193.5,40.60178,-122.45497,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=134171,fmcsa_census_az4n-8mr2
KAG WEST,KAG WEST ENERGY LLC,KAG WEST,kag.safety@thekag.com,,WEST SACRAMENTO,CA,95691,4076 SEAPORT BLVD,134406,513,117,Sacramento,Sacramento,6.2,6.2,67.8,38.62795,-121.59329,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=134406,fmcsa_census_az4n-8mr2
DELTA FARMS TRUCKING INC,DELTA FARMS TRUCKING INC,,deltafarmstrucking@gmail.com,2097611465,LOS BANOS,CA,93635,13816 W BISINGANI RD,134494,5,5,Bay,Oakland,93.4,110.4,93.4,37.06807,-120.84358,C,EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=134494,fmcsa_census_az4n-8mr2
ROYAL TRUCKING CO,LEMORE TRANSPORTATION INC,ROYAL TRUCKING CO,hbecker@royaltrucking.com,9256896441,CONCORD,CA,94520,1420 ROYAL INDUSTRIAL WAY,135650,4,4,Bay,Oakland,18.2,50.2,18.2,37.99529,-122.04063,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=135650,fmcsa_census_az4n-8mr2
STORER COACHWAYS STORER SAN FRANCISCO,STORER TRANSPORTATION SERVICE,STORER COACHWAYS STORER SAN FRANCISCO,donald@storerbus.com,2095218250,MODESTO,CA,95358,3519 MCDONALD AVE,138172,52,0,Stockton,Oakland,64.9,70.2,64.9,37.61261,-121.10857,A,"PRIVATE PASSENGER, BUSINESS;AUTHORIZED FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=138172,fmcsa_census_az4n-8mr2
TIGHE DRAYAGE COMPANY INC,TIGHE DRAYAGE COMPANY INC,,tighedrayage@gmail.com,5104523508,OAKLAND,CA,94607,2230 WILLOW ST,140522,2,2,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=140522,fmcsa_census_az4n-8mr2
FOSTER LUMBER YARD INC,FOSTER LUMBER YARD INC,,rubena@caseywood.com,5303093126,VALLEJO,CA,94590,3280 SONOMA BLVD,141999,4,4,Bay,Oakland,20.7,52.6,20.7,38.10323,-122.2491,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=141999,fmcsa_census_az4n-8mr2
SLAKEY BROTHERS INC,SLAKEY BROTHERS INC,,ostoraasli@slakey.com,9163306000,ELK GROVE,CA,95758,2215 KAUSEN DRIVE,143259,66,66,Sacramento,Sacramento,11.0,11.0,62.2,38.42781,-121.4447,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=143259,fmcsa_census_az4n-8mr2
CAMBLIN STEEL SERVICE INC,CAMBLIN STEEL SERVICE INC,,scott.freeman@camblinsteel.com,9168866011,ROSEVILLE,CA,95678,548 GIBSON DRIVE SUITE 150,145248,11,11,Sacramento,Sacramento,16.8,16.8,85.1,38.76407,-121.28752,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=145248,fmcsa_census_az4n-8mr2
COBB REFRIGERATED FREIGHT INC,COBB REFRIGERATED FREIGHT INC,,dispatch.cobb@gmail.com,2095760327,MODESTO,CA,95351,420 CALIFORNIA AVE,145920,13,13,Stockton,Oakland,70.8,71.5,70.8,37.6236,-120.99632,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=145920,fmcsa_census_az4n-8mr2
TRUX TRANSPORT INC,TRUX TRANSPORT INC,,msimms@parksfo.com,4158716137,SOUTH SAN FRANCISCO,CA,94080,237 HARBOR WAY,147288,18,0,Bay,Oakland,13.2,81.5,13.2,37.65549,-122.42208,C,"OTHER-UNKNOWN;PRIVATE PASSENGER, BUSINESS",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=147288,fmcsa_census_az4n-8mr2
DREISBACH FREIGHT SERVICES,DREISBACH ENTERPRISES INC,DREISBACH FREIGHT SERVICES,russell@dreisbach.com,5105336600,OAKLAND,CA,94601,2530 E 11TH ST,148186,3,3,Bay,Oakland,3.5,68.2,3.5,37.77555,-122.2187,A,OTHER-UNKNOWN;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=148186,fmcsa_census_az4n-8mr2
LENGNER & SONS EXPRESS,LENGNER AND SONS PRODUCE EXPRESS,LENGNER & SONS EXPRESS,brad@lengnersons.com,5106251900,OAKLAND,CA,94607,1425 MARITIME STREET,154572,42,23,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=154572,fmcsa_census_az4n-8mr2
ADVANCED TOWING,ATLAS TOWING SERVICES INC,ADVANCED TOWING,mark@atlastow.com,4156734242,SAN FRANCISCO,CA,94124,55 NAPOLEON STREET,154573,42,42,Bay,Oakland,8.0,76.2,8.0,37.7289,-122.38278,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=154573,fmcsa_census_az4n-8mr2
CHEROKEE FREIGHT LINES STOCKTON LLC,CHEROKEE FREIGHT LINES STOCKTON LLC,,lscannavino@gocfl.com,2094447323,STOCKTON,CA,95205,3655 CHEROKEE ROAD,154922,238,238,Stockton,Sacramento,44.5,44.5,56.3,37.96458,-121.25984,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=154922,fmcsa_census_az4n-8mr2
D&H TRANSPORTATION,D & H TRANSPORTATION INC,D&H TRANSPORTATION,sabi@dhtransportation.com,5306745746,YUBA CITY,CA,95991,586 FRANKLIN AVE,155075,19,19,Sacramento,Sacramento,29.0,29.0,90.0,38.99419,-121.59459,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=155075,fmcsa_census_az4n-8mr2
SUPERIOR FARMS ELLENSBURG LAMB CO SOUTHLAND MEATS,TRANSHUMANCE HOLDING COMPANY INC,SUPERIOR FARMS ELLENSBURG LAMB CO SOUTHLAND MEATS,donnell.wiegand@superiorfarms.com,5307583091,DIXON,CA,95620,6621 MIDWAY ROAD,155584,4,4,Sacramento,Sacramento,18.4,18.4,50.5,38.41262,-121.75622,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=155584,fmcsa_census_az4n-8mr2
REED & GRAHAM INC,REED & GRAHAM INC,,ashley@rginc.com,4082871400,SAN JOSE,CA,95126,690 SUNOL STREET,155923,6,6,San Jose,Oakland,38.3,89.7,38.3,37.32679,-121.91675,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=155923,fmcsa_census_az4n-8mr2
CHEVRON USA INCORPORATED,CHEVRON USA INCORPORATED,,aaron.fraker@chevron.com,7133726022,SAN RAMON,CA,94583,6001 BOLLINGER CANYON #T3056,157539,79,73,Bay,Oakland,16.7,62.7,16.7,37.75512,-121.9727,A,"PRIVATE PROPERTY;PRIVATE PASSENGER, NON-BUSINESS;AUTHORIZED FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=157539,fmcsa_census_az4n-8mr2
D'ARRIGO BROS CO OF CA,D'ARRIGO BROS CO OF CA,,neil.benson@darrigo.com,8314554500,SALINAS,CA,93908,21777 HARRIS RD,158686,574,109,Bay,Oakland,87.8,133.5,87.8,36.65174,-121.59944,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=158686,fmcsa_census_az4n-8mr2
BAY AREA PORT SERVICES INC,BAY AREA PORT SERVICES INC,,ralph@bayareaportservices.com,5107297000,WALNUT CREEK,CA,94598,3521 LIME TREE CT,158696,2,2,Bay,Oakland,16.2,54.5,16.2,37.89994,-121.99924,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=158696,fmcsa_census_az4n-8mr2
LOPES TRUCKING SERVICE INC,LOPES TRUCKING SERVICE INC,,mike@lopesggj.com,2095378901,MODESTO,CA,95358,2127 S CARPENTER RD,158701,14,14,Stockton,Oakland,64.9,70.2,64.9,37.61261,-121.10857,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=158701,fmcsa_census_az4n-8mr2
GENEVA REFRIGERATED TRUCK SERVICE,GENEVA REFRIGERATED TRUCK SERVICE,,admin@genevagrowers.com,4156473800,SAN FRANCISCO,CA,94124,2050 GALVEZ AVE,161221,9,9,Bay,Oakland,8.0,76.2,8.0,37.7289,-122.38278,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=161221,fmcsa_census_az4n-8mr2
ROYAL COACH TOURS,ROYAL COACH TOURS,,greg@royal-coach.com,4082794801,SAN JOSE,CA,95126,630 STOCKTON AVE,164777,109,0,San Jose,Oakland,38.3,89.7,38.3,37.32679,-121.91675,A,"PRIVATE PASSENGER, BUSINESS;AUTHORIZED FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=164777,fmcsa_census_az4n-8mr2
RICH DOSS INC,RICH DOSS INC,,doss@dosstrucking.com,7075849500,SANTA ROSA,CA,95401,3809 STONY POINT RD,168261,38,38,Bay,Oakland,52.8,70.8,52.8,38.44914,-122.79375,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=168261,fmcsa_census_az4n-8mr2
SHASTA READY MIX SOUTHERN OREGON READY MIX,J F SHEA CONSTRUCTION INC,SHASTA READY MIX SOUTHERN OREGON READY MIX,christya@cvprs.com,5302464292,REDDING,CA,96001,17400 CLEAR CREK ROAD,169663,81,78,Sacramento,Sacramento,148.7,148.7,193.5,40.60178,-122.45497,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=169663,fmcsa_census_az4n-8mr2
MOUNTAIN VALLEY EXPRESS LLC,MOUNTAIN VALLEY EXPRESS LLC,,alfonso.montesinos@mveltl.com,8773256447,MANTECA,CA,95337,1019 BESSEMER AVE,172279,277,277,Stockton,Oakland,56.6,59.6,56.6,37.74304,-121.23838,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=172279,fmcsa_census_az4n-8mr2
ATTHOWE FINE ART SERVICES,ATTHOWE TRANSPORTATION COOPERATIVE CORP,ATTHOWE FINE ART SERVICES,donnell@atthowe.com,5106546816,OAKLAND,CA,94608,3924 MARKET ST,173963,11,11,Bay,Oakland,2.4,67.2,2.4,37.83684,-122.28914,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=173963,fmcsa_census_az4n-8mr2
GAN-TRANS LTD,GAN-TRANS LTD,,chad@gan-trans.com,5103573100,SAN LEANDRO,CA,94577,800 CARDEN STREET,174463,8,8,Bay,Oakland,8.5,70.3,8.5,37.71328,-122.16735,A,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=174463,fmcsa_census_az4n-8mr2
JOHN R LAWSON ROCK & OIL INC,JOHN R LAWSON ROCK & OIL INC,,kimjrlro@sbcglobal.net,5592762220,FRESNO,CA,93722,5723 N GOLDEN STATE BLVD,176694,98,78,Bay,Oakland,148.9,151.7,148.9,36.79936,-119.87479,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=176694,fmcsa_census_az4n-8mr2
NORTHSTAR AT TAHOE,TRIMONT LAND COMPANY,NORTHSTAR AT TAHOE,hvazquez@vailresorts.com,5305623825,TRUCKEE,CA,96161,HWY 267 & NORTHSTAR DRIVE,182665,40,5,Sacramento,Sacramento,85.6,85.6,152.6,39.31309,-120.20778,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=182665,fmcsa_census_az4n-8mr2
WHITCHURCH & SON,WHITCHURCH & SON,,mwhitchurch@hotmail.com,5303429342,CHICO,CA,95973,13248 WHITCHURCH LANE,184487,7,7,Sacramento,Sacramento,92.4,92.4,146.1,39.89162,-121.84198,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=184487,fmcsa_census_az4n-8mr2
ROCHA TRANSPORTATION,ED ROCHA LIVESTOCK TRANSPORTATION INC,ROCHA TRANSPORTATION,robd@rochatrans.com,,MODESTO,CA,95358,319 EAST WHITMORE AVE,188119,57,57,Stockton,Oakland,64.9,70.2,64.9,37.61261,-121.10857,A,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=188119,fmcsa_census_az4n-8mr2
ANDRADE TRUCKING INC,ANDRADE TRUCKING INC,,accounting@andradetrucking.com,4082790900,SAN JOSE,CA,95133,1150 MABURY ROAD STE 3,193122,3,3,San Jose,Oakland,37.4,86.0,37.4,37.37161,-121.86084,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=193122,fmcsa_census_az4n-8mr2
DELTA TECH SERVICE INC,DELTA TECH SERVICE INC,,cmorel@deltatechservice.com,7077452080,BENICIA,CA,94510,397 W CHANNEL RD,193392,24,24,Bay,Oakland,21.6,48.2,21.6,38.09807,-122.13594,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=193392,fmcsa_census_az4n-8mr2
TE CONNECTIVITY,TE CONNECTIVITY,,rdhir@te.com,5102263830,FREMONT,CA,94538,44901 INDUSTRIAL DRIVE,193550,3,3,Bay,Oakland,27.1,78.8,27.1,37.50137,-121.95675,A,PRIVATE PROPERTY;OTHER-INTERCOMPANY TRANSFERS MOVING MATERIALS FROM FREMO,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=193550,fmcsa_census_az4n-8mr2
WARREN E GOMES EXCAVATING INC,WARREN E GOMES EXCAVATING INC,,warrenjr@gomesexcavating.com,7073742881,RIO VISTA,CA,94571,551 AIRPORT ROAD,193731,4,4,Sacramento,Sacramento,32.7,32.7,37.6,38.14886,-121.7377,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=193731,fmcsa_census_az4n-8mr2
QUALITY TRANSPORT INC,QUALITY TRANSPORT INC,,mparas@qatp-trh.com,5106574267,FREMONT,CA,94538,44355 OLD WARM SPRINGS BLVD,194997,32,32,Bay,Oakland,27.1,78.8,27.1,37.50137,-121.95675,A,AUTHORIZED FOR HIRE;OTHER-IEP,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=194997,fmcsa_census_az4n-8mr2
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY CALIFORNIA LLC,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY CALIFORNIA LLC,,brobertson@psemc.com,4082343530,HOLLISTER,CA,95023,3601 UNION RD,195693,8,4,Bay,Oakland,80.3,116.3,80.3,36.90205,-121.35078,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=195693,fmcsa_census_az4n-8mr2
STANISLAUS FARM SUPPLY CO,STANISLAUS FARM SUPPLY CO,,regulatory@farmsupply.com,2095387070,MODESTO,CA,95358,624 E SERVICE ROAD,195813,32,30,Stockton,Oakland,64.9,70.2,64.9,37.61261,-121.10857,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=195813,fmcsa_census_az4n-8mr2
RIVER CITY PETROLEUM INC,RIVER CITY PETROLEUM INC,,rbautista@rcpfuel.com,9163714960,SACRAMENTO,CA,95834,3775 N FREEWAY BLVD STE 101,197775,7,3,Sacramento,Sacramento,4.0,4.0,70.5,38.63565,-121.51842,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=197775,fmcsa_census_az4n-8mr2
ALL COAST FOREST PRODUCTS,ALL COAST FOREST PRODUCTS INC,ALL COAST FOREST PRODUCTS,sbernardi@all-coast.com,7079750589,CLOVERDALE,CA,95425,250 ASTI ROAD,198590,5,5,Bay,Oakland,82.5,86.3,82.5,38.82306,-123.06389,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=198590,fmcsa_census_az4n-8mr2
J W MYERS INC,J W MYERS INC,,myerskmc@sbcglobal.net,5596733101,MADERA,CA,93638,546 E OLIVE,201797,21,12,Sacramento,Sacramento,132.9,132.9,133.6,37.04343,-120.03369,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=201797,fmcsa_census_az4n-8mr2
SIERRA PACIFIC TOURS,SIERRA LINES INC,SIERRA PACIFIC TOURS,info@sierrapacifictours.com,9258258500,PACHECO,CA,94553,114 S BUCHANAN CIRCLE,204113,5,0,Bay,Oakland,15.0,53.5,15.0,37.99389,-122.13644,A,"PRIVATE PASSENGER, BUSINESS;AUTHORIZED FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=204113,fmcsa_census_az4n-8mr2
WESTERN COLLOID N C INC,WESTERN COLLOID N C INC,,wcnc@westerncolloid.com,8009564899,OAKLAND,CA,94621,700 71ST AVE,214184,2,2,Bay,Oakland,4.9,69.7,4.9,37.74827,-122.21683,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=214184,fmcsa_census_az4n-8mr2
ASTA CONSTRUCTION CO INC,ASTA CONSTRUCTION CO INC,,cynthia@astaconstruction.com,7073746472,RIO VISTA,CA,94571,1090 ST FRANCIS WAY,216103,10,10,Sacramento,Sacramento,32.7,32.7,37.6,38.14886,-121.7377,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=216103,fmcsa_census_az4n-8mr2
BENS TRUCK & EQUIPMENT INC,BENS TRUCK & EQUIPMENT INC,,benstruck@sbcglobal.net,5305275040,RED BLUFF,CA,96080,2060 MONTGOMERY ROAD,216137,8,8,Sacramento,Sacramento,120.2,120.2,164.4,40.18189,-122.3771,A,PRIVATE PROPERTY;STATE GOVERNMENT;AUTHORIZED FOR HIRE;FEDERAL GOVERNMENT,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=216137,fmcsa_census_az4n-8mr2
T & T TRUCKING INC,T & T TRUCKING INC,,sgalli@tttrucking.com,,LODI,CA,95240,11396 N US HIGHWAY 99,216337,102,102,Stockton,Sacramento,37.4,37.4,65.0,38.11439,-121.14466,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=216337,fmcsa_census_az4n-8mr2
GRASS VALLEY TRANSFER INC,GRASS VALLEY TRANSFER INC,,clancydog2009@gmail.com,5302734679,GRASS VALLEY,CA,95945,11429 EAST BENNETT ROAD,216879,3,3,Sacramento,Sacramento,50.9,50.9,119.1,39.19639,-120.97229,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=216879,fmcsa_census_az4n-8mr2
GRANITE,GRANITE CONSTRUCTION COMPANY,GRANITE,wendy.warner@gcinc.com,8317241011,WATSONVILLE,CA,95076,585 W BEACH ST,216892,939,873,Bay,Oakland,65.7,113.9,65.7,36.94626,-121.75648,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=216892,fmcsa_census_az4n-8mr2
SPRAY CHEM CHEMICAL CO INC,SPRAY CHEM CHEMICAL CO INC,,cliff@spraychem.com,5308953658,DURHAM,CA,95938,705 KEENAN COURT,217522,5,5,Sacramento,Sacramento,72.5,72.5,127.0,39.60471,-121.79529,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=217522,fmcsa_census_az4n-8mr2
TURLOCK SCAVENGER COMPANY INC,TURLOCK SCAVENGER COMPANY INC,,dmarchant@turlockscavenger.com,2096686049,TURLOCK,CA,95380,1200 S WALNUT RD,217597,42,42,Stockton,Oakland,79.7,83.6,79.7,37.4744,-120.87592,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=217597,fmcsa_census_az4n-8mr2
RAM TRUCKING INC,RAM TRUCKING INC,,dora@ramtruckinginc.com,8316787307,SOLEDAD,CA,93960,32645 MCCOY ROAD,220272,70,70,Bay,Oakland,110.3,151.7,110.3,36.38962,-121.34315,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=220272,fmcsa_census_az4n-8mr2
METROPOLITAN VAN & STORAGE,METROPOLITAN VAN AND STORAGE INC,METROPOLITAN VAN & STORAGE,dennis@metrovan.com,7077451150,FAIRFIELD,CA,94533,2250 SOUTH WATNEY WAY,222569,12,12,Bay,Sacramento,34.6,34.6,35.9,38.28075,-122.00638,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=222569,fmcsa_census_az4n-8mr2
RON LAWRENCE TRANSPORT INC,RON LAWRENCE TRANSPORT INC,,don@ronlawrenceandson.com,2095210395,MODESTO,CA,95354,532 BEARD AVE,224415,21,21,Stockton,Sacramento,71.2,71.2,72.3,37.63903,-120.96477,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=224415,fmcsa_census_az4n-8mr2
HALLMARK FISHERIES,CALIFORNIA SHELLFISH CO INC,HALLMARK FISHERIES,cfo_calshellfish@comcast.net,4159237400,SAN FRANCISCO,CA,94133,505 BEACH ST STE 200,225829,4,4,Bay,Oakland,7.6,73.2,7.6,37.80453,-122.41085,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=225829,fmcsa_census_az4n-8mr2
LAWRENCE M ALEGRE TRUCKING INC,LAWRENCE M ALEGRE TRUCKING INC,,lmatrucking@sbcglobal.net,,FRENCH CAMP,CA,95231,747 E ROTH ROAD,228086,13,12,Sacramento,Sacramento,50.1,50.1,53.7,37.87379,-121.29015,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=228086,fmcsa_census_az4n-8mr2
JARRETT FOUNDATIONS LLC,JARRETT FOUNDATIONS LLC,,julie@jarrettfoundations.com,9163718760,MCCLELLAN,CA,95652,4518 WINTERS STREET,228194,11,11,Sacramento,Sacramento,7.5,7.5,75.8,38.66298,-121.40111,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=228194,fmcsa_census_az4n-8mr2
WILLIAMS TANK LINES,WILLIAMS TANK LINES LLC,WILLIAMS TANK LINES,claims@williamstankline.com,2099445613,STOCKTON,CA,95206,1477 TILLIE LEWIS DR,229047,336,161,Stockton,Sacramento,46.0,46.0,47.2,37.91885,-121.41743,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=229047,fmcsa_census_az4n-8mr2
PANELLA TRUCKING LLC,PANELLA TRUCKING LLC,,lkschwartz@panellatrucking.com,,STOCKTON,CA,95215,5000 E FREMONT STREET,234182,232,232,Stockton,Sacramento,47.4,47.4,61.6,37.94942,-121.15728,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=234182,fmcsa_census_az4n-8mr2
