company,legal_name,dba_name,email,phone,city,state,zip,address,usdot,power_units,truck_units,metro,nearest_hub,mi_nearest,mi_sac,mi_oak,lat,lng,carrier_operation,classdef,safer_url,source
BAY AREA CONTAINER INC,BAY AREA CONTAINER INC,,jocelyn@bayareacontainer.com,5104282565,RICHMOND,CA,94803,4936 SWEETWOOD DRIVE,382250,4,4,Bay,Oakland,10.7,60.7,10.7,37.95955,-122.28358,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=382250,fmcsa_census_az4n-8mr2
MASSOLO TRUCKING LLC,MASSOLO TRUCKING LLC,,snelsonyuma@gmail.com,8314247205,SALINAS,CA,93908,18765 GOULD ROAD,383185,19,19,Bay,Oakland,87.8,133.5,87.8,36.65174,-121.59944,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=383185,fmcsa_census_az4n-8mr2
BUCKE'S FEED & GRAIN,JOHN R BUCKE,BUCKE'S FEED & GRAIN,buckesfeed@sbcglobal.net,5308654427,ORLAND,CA,95963,1308 RAILROAD AVE,385042,3,3,Sacramento,Sacramento,89.7,89.7,133.5,39.73631,-122.25934,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=385042,fmcsa_census_az4n-8mr2
IRRIGATION RENTALS INC,IRRIGATION RENTALS INC,,info@irrigationrentals.com,5305274001,RED BLUFF,CA,96080,535 ANTELOPE BLVD,387650,2,2,Sacramento,Sacramento,120.2,120.2,164.4,40.18189,-122.3771,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=387650,fmcsa_census_az4n-8mr2
SIERRA CHEMICAL COMPANY,RICHARD K GOULD INC,SIERRA CHEMICAL COMPANY,sierrachem@aol.com,9163078366,WEST SACRAMENTO,CA,95691,788 NORTHPORT DRIVE,387653,3,3,Sacramento,Sacramento,6.2,6.2,67.8,38.62795,-121.59329,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=387653,fmcsa_census_az4n-8mr2
CUSTOM FREIGHT SYSTEMS INC,CUSTOM FREIGHT SYSTEMS INC,,ssanchez@customfreight.com,5626963555,UNION CITY,CA,94587,30470 WHIPPLE RD. BUILDING B,388100,2,2,Bay,Oakland,19.6,73.4,19.6,37.60316,-122.01864,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=388100,fmcsa_census_az4n-8mr2
M BROCCO & SONS INC,M BROCCO & SONS INC,,broccotrucking@aol.com,7079967643,SONOMA,CA,95476,19660 ARNOLD DRIVE,388108,7,7,Bay,Oakland,32.5,57.4,32.5,38.24943,-122.46663,C,OTHER-DUST SUPRESSANT;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=388108,fmcsa_census_az4n-8mr2
SYSCO SAN FRANCISCO INC,SYSCO SAN FRANCISCO INC,,dot.compliance@sysco.com,3464223019,FREMONT,CA,94538,5900 STEWART AVE,388115,142,142,Bay,Oakland,27.1,78.8,27.1,37.50137,-121.95675,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=388115,fmcsa_census_az4n-8mr2
WESTERN WOOD FABRICATORS INC,WESTERN WOOD FABRICATORS INC,,bstewart@wwftruss.com,9169915451,ELVERTA,CA,95626,3700 RIEGO RD,394698,6,6,Sacramento,Sacramento,10.6,10.6,77.6,38.73315,-121.46817,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=394698,fmcsa_census_az4n-8mr2
HAYWARD ELECTRIC CO,HAYWARD ELECTRIC CO,,pjd@haywardelectric.com,5107832994,HAYWARD,CA,94545,3150 DIABLO AVE,395414,9,9,Bay,Oakland,15.8,75.7,15.8,37.6059,-122.12687,A,"PRIVATE PROPERTY;PRIVATE PASSENGER, NON-BUSINESS",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=395414,fmcsa_census_az4n-8mr2
STRACHAN APIARIES INC,STRACHAN APIARIES INC,,tami@strachanbees.com,5306743881,YUBA CITY,CA,95993,2522 TIERRA BUENA RD,396963,13,13,Sacramento,Sacramento,36.0,36.0,93.9,39.0825,-121.68011,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=396963,fmcsa_census_az4n-8mr2
GREAT AMERICAN MOVERS,SACRAMENTO GAM ENTERPRISES INC,GREAT AMERICAN MOVERS,gamfallon@gmail.com,9163833288,SACRAMENTO,CA,95828,5901 E ALDER AVE,397786,4,4,Sacramento,Sacramento,8.3,8.3,67.1,38.48881,-121.39584,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=397786,fmcsa_census_az4n-8mr2
VIA ADVENTURES INC,VIA ADVENTURES INC,,lgonzalo@via-adventures.com,2093841315,MERCED,CA,95341,300 GROGAN AVE,399298,42,0,Stockton,Oakland,104.8,107.9,104.8,37.23105,-120.50107,A,"PRIVATE PASSENGER, BUSINESS;PRIVATE PASSENGER, NON-BUSINESS;AUTHORIZED FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=399298,fmcsa_census_az4n-8mr2
COLUMBUS MANUFACTURING INC,COLUMBUS MANUFACTURING INC,,jrcontreras@columco.com,5109213400,HAYWARD,CA,94544,30977 SAN ANTONIO ST,399780,3,3,Bay,Oakland,16.6,72.3,16.6,37.63382,-122.0572,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=399780,fmcsa_census_az4n-8mr2
ED JOHNSON & SONS TRUCKING,GERALDINE M JOHNSON,ED JOHNSON & SONS TRUCKING,pansx@sbcglobal.net,2095784495,MODESTO,CA,95358,2708 HOBART WAY,399815,2,2,Stockton,Oakland,64.9,70.2,64.9,37.61261,-121.10857,C,U. S. MAIL,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=399815,fmcsa_census_az4n-8mr2
CHRISTY TRUCK LINES LLC,CHRISTY TRUCK LINES LLC,,christytruckingline2@yahoo.com,4157253049,OAKLAND,CA,94621,8105 EDGE WATER DR STE 218,403379,3,3,Bay,Oakland,4.9,69.7,4.9,37.74827,-122.21683,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=403379,fmcsa_census_az4n-8mr2
BENCHMARK ELECTRONICS INC,BENCHMARK ELECTRONICS INC,,jeremy.grasty@bench.com,9253631110,CONCORD,CA,94520,4041 PIKE LN,403598,8,8,Bay,Oakland,18.2,50.2,18.2,37.99529,-122.04063,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=403598,fmcsa_census_az4n-8mr2
CASSIL FREIGHT AND WAREHOUSING,CASSIL FREIGHT INC,CASSIL FREIGHT AND WAREHOUSING,info@cassilinc.com,7074377350,FAIRFIELD,CA,94533,2510 HUNTINGTON DR,405048,13,13,Bay,Sacramento,34.6,34.6,35.9,38.28075,-122.00638,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=405048,fmcsa_census_az4n-8mr2
P & R TRUCKING INC,P & R TRUCKING INC,,lorri@pandrtrucking.com,5108391602,BENICIA,CA,94510,3872 SPRIG DRIVE,405084,4,4,Bay,Oakland,21.6,48.2,21.6,38.09807,-122.13594,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=405084,fmcsa_census_az4n-8mr2
CASS INC,CASS INC,,sarah@customalloy.com,5108936476,OAKLAND,CA,94607,2730 PERALTA ST,409119,24,24,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=409119,fmcsa_census_az4n-8mr2
SIMCO ELECTRONICS,SIMCO ELECTRONICS,,marianne.bloomberg@simco.com,4087349750,SANTA CLARA,CA,95054,3131 JAY STREET SUITE 100,410929,2,2,Bay,Oakland,33.0,86.0,33.0,37.39349,-121.96467,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=410929,fmcsa_census_az4n-8mr2
SACRAMENTO MUNICIPAL UTILITY DISTRICT,SACRAMENTO MUNICIPAL UTILITY DISTRICT,,tiffany.navarrette@smud.org,9167325092,SACRAMENTO,CA,95817,6201 S STREET,411819,221,186,Sacramento,Sacramento,3.0,3.0,67.9,38.55055,-121.45637,B,"PRIVATE PASSENGER, BUSINESS;LOCAL GOVERNMENT",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=411819,fmcsa_census_az4n-8mr2
GARAVENTA ENTERPRISES INC,GARAVENTA ENTERPRISES INC,,tim.bredbenner@mdrr.com,9256713858,CONCORD,CA,94520,4050 MALLARD DR,414350,123,123,Bay,Oakland,18.2,50.2,18.2,37.99529,-122.04063,C,EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=414350,fmcsa_census_az4n-8mr2
BUTLER AMUSEMENTS INC,BUTLER AMUSEMENTS INC,,karla@butleramusements.com,2098262234,SANTA NELLA,CA,95322,14049 HWY # 33,418811,55,55,Bay,Oakland,81.3,101.1,81.3,37.1662,-121.02443,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=418811,fmcsa_census_az4n-8mr2
HALL'S EXCAVATING INC,HALL'S EXCAVATING INC,,office@halls-excavating.com,5302771094,TRUCKEE,CA,96161,10911 GLENSHIRE DRIVE,419504,3,3,Sacramento,Sacramento,85.6,85.6,152.6,39.31309,-120.20778,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=419504,fmcsa_census_az4n-8mr2
BOB GOMES TRUCKING LLC,BOB GOMES TRUCKING LLC,,bglgtrucking@gmail.com,2095388634,HUGHSON,CA,95326,2931 TULLY RD,419516,3,3,Sacramento,Sacramento,76.9,76.9,78.8,37.58892,-120.85524,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=419516,fmcsa_census_az4n-8mr2
ANTONINI FREIGHT EXPRESS INC,ANTONINI FREIGHT EXPRESS INC,,jwforest@antoniniusa.com,2094669041,STOCKTON,CA,95215,207 N CARDINAL AVE,419639,95,95,Stockton,Sacramento,47.4,47.4,61.6,37.94942,-121.15728,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=419639,fmcsa_census_az4n-8mr2
BEDROSIANS AND PARAGON TRUCKING,PARAGON INDUSTRIES INC,BEDROSIANS AND PARAGON TRUCKING,commdriver@bedrosians.com,5592755000,FRESNO,CA,93722,4285 N GOLDEN STATE BLVD,421535,65,65,Bay,Oakland,148.9,151.7,148.9,36.79936,-119.87479,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=421535,fmcsa_census_az4n-8mr2
ALLIED PROPANE TRANSPORTATION,ALLIED PROPANE TRANSPORTATION INC,ALLIED PROPANE TRANSPORTATION,dustin@alliedprogas.com,5102377077,RICHMOND,CA,94804,5000 SEAPORT AVENUE,422543,3,0,Bay,Oakland,8.6,65.0,8.6,37.91656,-122.34123,B,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=422543,fmcsa_census_az4n-8mr2
PAUL OIL COMPANY INC,PAUL OIL COMPANY INC,,cebker@pauloilcompany.com,2098472281,OAKDALE,CA,95361,524 N SIERRA AVE,423224,7,5,Sacramento,Sacramento,67.9,67.9,82.6,37.78724,-120.7592,A,EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=423224,fmcsa_census_az4n-8mr2
SIERRA GOLD NURSERIES,SIERRA GOLD NURSERIES,,sandeep@sgtrees.com,5306741145,YUBA CITY,CA,95991,5320 GARDEN HIGHWAY,425914,3,3,Sacramento,Sacramento,29.0,29.0,90.0,38.99419,-121.59459,A,PRIVATE PROPERTY;OTHER-SHIPPING AG PRODUCTS,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=425914,fmcsa_census_az4n-8mr2
GO DURKEE LOGISTICS,DURKEE DRAYAGE COMPANY,GO DURKEE LOGISTICS,ap@durkeedrayage.com,7076810219,BENICIA,CA,94510,539 STONE ROAD,426556,11,11,Bay,Oakland,21.6,48.2,21.6,38.09807,-122.13594,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=426556,fmcsa_census_az4n-8mr2
PETALUMA POULTRY,PETALUMA ACQUISITION LLC,PETALUMA POULTRY,jlink@colemannatural.com,7077631904,PETALUMA,CA,94954,2700 LAKEVILLE HWY,427446,23,23,Bay,Oakland,33.6,62.3,33.6,38.23501,-122.55733,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=427446,fmcsa_census_az4n-8mr2
U-HAUL,U-HAUL CO OF CALIFORNIA,U-HAUL,godfrey_hall@uhaul.com,6022636811,FREMONT,CA,94538,44511 GRIMMER BLVD,429332,163,163,Bay,Oakland,27.1,78.8,27.1,37.50137,-121.95675,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=429332,fmcsa_census_az4n-8mr2
RINCON TOWING INC,RINCON TOWING INC,,rincontowing@yahoo.com,9164522303,SACRAMENTO,CA,95816,1762 SANTA YNEZ WAY,429945,5,5,Sacramento,Sacramento,1.7,1.7,68.7,38.57158,-121.46646,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=429945,fmcsa_census_az4n-8mr2
BLUE EAGLE CONTRACTING INC,BLUE EAGLE CONTRACTING INC,,service@blueeaglecontracting.net,5302720287,GRASS VALLEY,CA,95945,113 PRESLEY WAY  STE #8,430230,24,24,Sacramento,Sacramento,50.9,50.9,119.1,39.19639,-120.97229,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=430230,fmcsa_census_az4n-8mr2
BETTENCOURT TRANSPORT INC,BETTENCOURT TRANSPORT INC,,office.bettencourt@gmail.com,,ROCKLIN,CA,95677,4504 YANKEE HILL COURT  STE 100,430232,70,35,Sacramento,Sacramento,20.1,20.1,88.3,38.79107,-121.23485,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=430232,fmcsa_census_az4n-8mr2
GIESBRECHT & SONS TRUCKING INC,GIESBRECHT & SONS TRUCKING INC,,sunsetdryer@gmail.com,5309342330,GLENN,CA,95943,8069 COUNTY ROAD 48,430233,4,4,Sacramento,Sacramento,75.1,75.1,123.7,39.58481,-122.0323,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=430233,fmcsa_census_az4n-8mr2
AL POMBO INC,AL POMBO INC,,pfatpombos@sbcglobal.net,5305874112,TRUCKEE,CA,96161,14825 OLD HWY 89,430276,4,4,Sacramento,Sacramento,85.6,85.6,152.6,39.31309,-120.20778,A,PRIVATE PROPERTY;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=430276,fmcsa_census_az4n-8mr2
PALISADES TAHOE RESORT LLC,PALISADES TAHOE RESORT LLC,,bradrobinson@palisadestahoe.com,5304527210,OLYMPIC VALLEY,CA,96146,1960 SQUAW VALLEY RD,430302,13,6,Sacramento,Sacramento,79.9,79.9,146.1,39.19805,-120.23779,A,"PRIVATE PROPERTY;PRIVATE PASSENGER, BUSINESS;AUTHORIZED FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=430302,fmcsa_census_az4n-8mr2
PALESTRO DISTRIBUTION CENTER,PDC TRANS INC,PALESTRO DISTRIBUTION CENTER,zech@prismlogistics.com,9255830200,STOCKTON,CA,95215,4686 FRONTIER WAY,430317,12,12,Stockton,Sacramento,47.4,47.4,61.6,37.94942,-121.15728,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=430317,fmcsa_census_az4n-8mr2
MCCOY TRUCK TIRE SERVICE CENTER INC,MCCOY TRUCK TIRE SERVICE CENTER INC,,richard.g@mccoytrucktire.com,2095216221,MODESTO,CA,95351,1407 LONE PALM AVE,432048,3,3,Stockton,Oakland,70.8,71.5,70.8,37.6236,-120.99632,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=432048,fmcsa_census_az4n-8mr2
NICK NIMMO HAY INC,NICK NIMMO HAY INC,,valleyagricultureoperations@gmail.com,2097454712,GALT,CA,95632,12651 E STOCKTON BLVD,432936,11,11,Sacramento,Sacramento,24.7,24.7,63.9,38.27445,-121.2592,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=432936,fmcsa_census_az4n-8mr2
MCCORKLE TRUCKING,MCCORKLE FARMS INC,MCCORKLE TRUCKING,mccorklefarmsinc@gmail.com,5309343531,GLENN,CA,95943,2470 COUNTY ROAD WW,433119,28,28,Sacramento,Sacramento,75.1,75.1,123.7,39.58481,-122.0323,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=433119,fmcsa_census_az4n-8mr2
MUTUAL EXPRESS COMPANY,MUTUAL EXPRESS COMPANY,,hiko@mutualexpress.com,5104651711,OAKLAND,CA,94607,1700 WEST GRAND AVE,433293,14,14,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=433293,fmcsa_census_az4n-8mr2
RED TRUCK LINES INC,RED TRUCK LINES INC,,redtrucklines@gmail.com,2097432393,SMARTSVILLE,CA,95977,10178 LOGUE LANE,433297,2,2,Sacramento,Sacramento,42.5,42.5,108.6,39.17659,-121.29169,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=433297,fmcsa_census_az4n-8mr2
J M & R TRUCKING,MICHAEL R RUSSELL,J M & R TRUCKING,jmnrtrk@yahoo.com,5105686500,LEANDRO,CA,94577,554 HARLAN ST,435862,2,2,Bay,Oakland,8.5,70.3,8.5,37.71328,-122.16735,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=435862,fmcsa_census_az4n-8mr2
GSC LOGISTICS INC,GSC LOGISTICS INC,,fhur@gsclogistics.com,5108443700,OAKLAND,CA,94607,530 WATER STREET  5TH FLOOR,436112,2,2,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=436112,fmcsa_census_az4n-8mr2
SENSIENT NATURAL INGREDIENTS LLC,SENSIENT NATURAL INGREDIENTS LLC,,samuel.oeser@sensient.com,2096467739,TURLOCK,CA,95380,151 SOUTH WALNUT STREET,436417,2,2,Stockton,Oakland,79.7,83.6,79.7,37.4744,-120.87592,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=436417,fmcsa_census_az4n-8mr2
RAMAR FOODS,RAMAR INTERNATIONAL FOODS CORP,RAMAR FOODS,calvinb@ramarfoods.com,9254399009,PITTSBURG,CA,94565,1101 RAILROAD LANE,437118,18,18,Bay,Oakland,24.6,45.1,24.6,38.01458,-121.90626,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=437118,fmcsa_census_az4n-8mr2
IDEALEASE OF STOCKTON,INTERSTATE TRUCK CENTER LLC,IDEALEASE OF STOCKTON,mbuller@itctrucks.com,2099440909,STOCKTON,CA,95215,2110 S SINCLAIR,437459,71,71,Stockton,Sacramento,47.4,47.4,61.6,37.94942,-121.15728,A,OTHER-RENTAL/LEASING,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=437459,fmcsa_census_az4n-8mr2
GILLIES TRUCKING INC,GILLIES TRUCKING INC,,rosalind@gilliestrucking.com,2099486268,STOCKTON,CA,95205,3931 NEWTON ROAD,438076,26,26,Stockton,Sacramento,44.5,44.5,56.3,37.96458,-121.25984,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=438076,fmcsa_census_az4n-8mr2
WATERS WATER TRUCKS,DAVID L & MARTI L WATERS,WATERS WATER TRUCKS,watertrucks@sbcglobal.net,5305877994,TRUCKEE,CA,96161,10626 INDIAN PINE ROAD,438092,2,2,Sacramento,Sacramento,85.6,85.6,152.6,39.31309,-120.20778,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=438092,fmcsa_census_az4n-8mr2
GOLDEN STATE LUMBER,GOLDEN STATE LUMBER INC,GOLDEN STATE LUMBER,bdeering@goldenstatelumber.com,7072064100,PETALUMA,CA,94952,855 LAKEVILLE ST STE 200,438620,99,99,Bay,Oakland,39.9,72.6,39.9,38.23455,-122.76038,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=438620,fmcsa_census_az4n-8mr2
DENNIS FLOYD TRUCKING COMPANY INC,DENNIS FLOYD TRUCKING COMPANY INC,,barbara@dennisfloydtrucking.com,7075441747,SANTA ROSA,CA,95401,860 IRWIN LANE,440015,2,2,Bay,Oakland,52.8,70.8,52.8,38.44914,-122.79375,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=440015,fmcsa_census_az4n-8mr2
INDUSTRIAL DRAYAGE INC,INDUSTRIAL DRAYAGE INC,,orindalinda@aol.com,5108480400,ORINDA,CA,94563,28 EASTWOOD DR,440214,7,7,Bay,Oakland,7.0,61.3,7.0,37.87992,-122.18457,C,"PRIVATE PASSENGER, BUSINESS;PRIVATE PASSENGER, NON-BUSINESS;AUTHORIZED FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=440214,fmcsa_census_az4n-8mr2
DMO TRANSPORTATION INC,DMO TRANSPORTATION INC,,dmog@aol.com,7078368996,WINDSOR,CA,95492,1230 SHILOH ROAD,443002,4,4,Bay,Oakland,58.3,71.8,58.3,38.52808,-122.82135,B,OTHER-UNKNOWN;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=443002,fmcsa_census_az4n-8mr2
DIVERSIFIED RECLAMATION SERVICES INC,DIVERSIFIED RECLAMATION SERVICES INC,,drstrucking15@gmail.com,4082025937,ALVISO,CA,95002,1341 ARCHER STREET,443719,6,6,Bay,Oakland,29.0,83.8,29.0,37.43867,-122.01158,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=443719,fmcsa_census_az4n-8mr2
THE PRODUCE EXCHANGE INC,THE PRODUCE EXCHANGE INC,,paul.keating@lipmanfamilyfarms.com,,LIVERMORE,CA,94551,7407 SOUTHFRONT RD,444649,10,10,Bay,Oakland,28.8,59.1,28.8,37.7505,-121.74905,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=444649,fmcsa_census_az4n-8mr2
PATTERSON HEAVY HAUL INC,PATTERSON HEAVY HAUL INC,,slp.patterson@gmail.com,2093273428,LINDEN,CA,95236,19160 STATE RTE 26,445094,2,2,Sacramento,Sacramento,45.9,45.9,69.7,38.02973,-121.02389,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=445094,fmcsa_census_az4n-8mr2
AUTO CHLOR SYSTEM,AUTO CHLOR SYSTEM OF WASHINGTON INC,AUTO CHLOR SYSTEM,eddy@autochlor.com,6506973085,MOUNTAIN VIEW,CA,94043,450 FERGUSON DRIVE,447964,57,57,Bay,Oakland,29.1,86.6,29.1,37.41403,-122.07068,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=447964,fmcsa_census_az4n-8mr2
