TRUCRS ID,Name,USDOT,CA_Number,Complies,Priority,Date Certificate Printed,SAFER_URL,Google_Search,All_Carriers
12103,SUNRISE EXPRESS INC,256401.0,,TB,1.0,2025-01-02 12:14:48,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=256401,https://www.google.com/search?q=SUNRISE+EXPRESS+INC+trucking+California+address+phone,256401
12120,Schuster Company,140125.0,,TB,1.0,2025-01-27 07:20:34,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=140125,https://www.google.com/search?q=Schuster+Company+trucking+California+address+phone,140125
12176,"Xpress Global Systems, LLC",534817.0,,TB,1.0,2025-03-30 07:48:52,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=534817,https://www.google.com/search?q=Xpress+Global+Systems+LLC+trucking+California+address+phone,534817
12184,Crete Carrier Corp,73705.0,,TB,1.0,2025-02-07 02:31:43,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=73705,https://www.google.com/search?q=Crete+Carrier+Corp+trucking+California+address+phone,73705
12190,Sunset Pacific Transportation,230428.0,25754,TB,1.0,2025-01-10 07:55:29,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=230428,https://www.google.com/search?q=Sunset+Pacific+Transportation+trucking+California+address+phone,"45909, 25754, 387295, 230428"
12196,Alan Ritchey Inc,23010.0,,TB,1.0,2025-03-03 09:29:52,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=23010,https://www.google.com/search?q=Alan+Ritchey+Inc+trucking+California+address+phone,23010
12211,Dot-Line Transportation,205915.0,,TB,1.0,2025-03-13 12:28:40,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=205915,https://www.google.com/search?q=Dot-Line+Transportation+trucking+California+address+phone,205915
12224,"Roadrunner Transportation Services, Inc",7116.0,242009,TB,1.0,2025-01-07 11:19:17,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=7116,https://www.google.com/search?q=Roadrunner+Transportation+Services+Inc+trucking+California+address+phone,"242009, 7116"
12574,"ADAMS TRUCKING, INC.",118295.0,,TB,1.0,2025-01-10 11:47:02,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=118295,https://www.google.com/search?q=ADAMS+TRUCKING+INC.+trucking+California+address+phone,118295
12810,"Cecil Logging, Inc.",2068681.0,,TB,1.0,2025-01-14 09:08:10,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2068681,https://www.google.com/search?q=Cecil+Logging+Inc.+trucking+California+address+phone,2068681
12911,DCR Farm Management.,47911.0,1043831,TB,1.0,2025-01-21 02:15:47,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=47911,https://www.google.com/search?q=DCR+Farm+Management.+trucking+California+address+phone,"1043831, 47911"
13064,Henning Rice Farms Inc,121426.0,,TB,1.0,2025-01-20 01:14:54,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=121426,https://www.google.com/search?q=Henning+Rice+Farms+Inc+trucking+California+address+phone,121426
13232,Gemperle Brothers,2611445.0,51187,TB,1.0,2025-01-29 09:22:30,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2611445,https://www.google.com/search?q=Gemperle+Brothers+trucking+California+address+phone,"51187, 2611445"
13443,Hay Connection,864392.0,188522,TB,1.0,2025-01-02 12:37:58,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=864392,https://www.google.com/search?q=Hay+Connection+trucking+California+address+phone,"188522, 864392"
13623,Johnson Water Well Drilling Inc.,334343.0,,TB,1.0,2025-01-21 01:44:47,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=334343,https://www.google.com/search?q=Johnson+Water+Well+Drilling+Inc.+trucking+California+address+phone,334343
13870,CE BECKER AND SONS ENTERPRISES,3029562.0,260769,TB,1.0,2025-01-31 11:47:10,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3029562,https://www.google.com/search?q=CE+BECKER+AND+SONS+ENTERPRISES+trucking+California+address+phone,"260769, 3029562"
13890,Gill Ranch,542770.0,52551,TB,1.0,2025-01-06 08:00:24,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=542770,https://www.google.com/search?q=Gill+Ranch+trucking+California+address+phone,"52551, 542770"
13952,"Matthews Skyline Logging, Inc.",1708801.0,43246,TB,1.0,2025-01-15 01:42:28,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1708801,https://www.google.com/search?q=Matthews+Skyline+Logging+Inc.+trucking+California+address+phone,"43246, 1708801"
14112,GLENN VAN RULER DBA VAN RULER FARMS,513448.0,3037100,TB,1.0,2025-01-23 10:21:13,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=513448,https://www.google.com/search?q=GLENN+VAN+RULER+DBA+VAN+RULER+FARMS+trucking+California+address+phone,"3037100, 513448"
14155,Baker Trucking,165135.0,1973507,TB,1.0,2024-12-27 03:34:01,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=165135,https://www.google.com/search?q=Baker+Trucking+trucking+California+address+phone,"1973507, 165135"
14191,PELTZER ENTERPRISES INC,89642.0,1994738,TB,1.0,2025-02-05 03:37:29,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=89642,https://www.google.com/search?q=PELTZER+ENTERPRISES+INC+trucking+California+address+phone,"1994738, 89642"
14198,"ARNAUDO BROS. TRANSPORT, INC.",45168.0,198696,TB,1.0,2024-12-30 08:34:34,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=45168,https://www.google.com/search?q=ARNAUDO+BROS.+TRANSPORT+INC.+trucking+California+address+phone,"198696, 45168"
14225,AMERICAN LAMIN,270121.0,935636,TB,1.0,2025-01-23 01:05:24,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=270121,https://www.google.com/search?q=AMERICAN+LAMIN+trucking+California+address+phone,"935636, 270121"
14265,MARTINELLI,505377.0,,TB,1.0,2025-01-30 11:25:26,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=505377,https://www.google.com/search?q=MARTINELLI+trucking+California+address+phone,505377
14344,GREENFIELD TRUCKING,22417.0,50014,TB,1.0,2025-01-13 10:03:06,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=22417,https://www.google.com/search?q=GREENFIELD+TRUCKING+trucking+California+address+phone,"50014, 22417"
14355,"Cardinale Moving & Storage, Inc",138022.0,,TB,1.0,2025-01-24 09:38:25,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=138022,https://www.google.com/search?q=Cardinale+Moving+&+Storage+Inc+trucking+California+address+phone,"102808, 138022"
14391,"Valley View Transportation, Inc.",1612334.0,,TB,1.0,2025-01-31 03:02:22,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1612334,https://www.google.com/search?q=Valley+View+Transportation+Inc.+trucking+California+address+phone,1612334
14672,"Bakke Ag Service, Inc",615242.0,3915232,TB,1.0,2025-01-24 01:11:56,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=615242,https://www.google.com/search?q=Bakke+Ag+Service+Inc+trucking+California+address+phone,"3915232, 615242"
14700,"AZEVEDO CATTLE CO, INC.",925124.0,62192,TB,1.0,2025-01-05 10:17:40,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=925124,https://www.google.com/search?q=AZEVEDO+CATTLE+CO+INC.+trucking+California+address+phone,"62192, 925124"
14763,KYLE & KYLE RANCHES INC,2613495.0,214529,TB,1.0,2025-03-20 02:27:13,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2613495,https://www.google.com/search?q=KYLE+&+KYLE+RANCHES+INC+trucking+California+address+phone,"214529, 2613495"
14783,"Ram Trucking, Inc.",5544.0,220272,TB,1.0,2025-01-28 11:39:08,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=5544,https://www.google.com/search?q=Ram+Trucking+Inc.+trucking+California+address+phone,"220272, 5544"
14809,Berry Warren Trucking,669857.0,26489,TB,1.0,2025-01-28 04:44:26,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=669857,https://www.google.com/search?q=Berry+Warren+Trucking+trucking+California+address+phone,"26489, 669857"
14833,Perfect Rice & Cattle Co.,394389.0,1934216,TB,1.0,2025-01-02 08:52:54,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=394389,https://www.google.com/search?q=Perfect+Rice+&+Cattle+Co.+trucking+California+address+phone,"1934216, 394389"
14972,GENACE HAY COMPANY INC,733279.0,836879,TB,1.0,2025-03-21 02:19:39,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=733279,https://www.google.com/search?q=GENACE+HAY+COMPANY+INC+trucking+California+address+phone,"836879, 733279, 483738"
15025,Burkett Pool Plastering,10892.0,1363111,TB,1.0,2025-01-29 01:21:11,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=10892,https://www.google.com/search?q=Burkett+Pool+Plastering+trucking+California+address+phone,"1363111, 10892"
15179,SIERRA CASCADE NURSERY,175145.0,837468,TB,1.0,2025-01-15 12:44:56,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=175145,https://www.google.com/search?q=SIERRA+CASCADE+NURSERY+trucking+California+address+phone,"837468, 175145"
15182,Alexandre Dairy,1507357.0,212933,TB,1.0,2025-02-03 02:57:11,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1507357,https://www.google.com/search?q=Alexandre+Dairy+trucking+California+address+phone,"212933, 1507357"
15244,"GEORGE BIANCHI, INC.",3407679.0,563108,TB,1.0,2025-01-20 01:46:23,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3407679,https://www.google.com/search?q=GEORGE+BIANCHI+INC.+trucking+California+address+phone,"563108, 3407679"
15256,Ashurst Honey Co.,64616.0,663570,TB,1.0,2025-01-03 01:56:23,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=64616,https://www.google.com/search?q=Ashurst+Honey+Co.+trucking+California+address+phone,"663570, 64616"
15325,"JOE GOMES & SONS, INC.",3638.0,497043,TB,1.0,2025-01-10 12:38:43,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3638,https://www.google.com/search?q=JOE+GOMES+&+SONS+INC.+trucking+California+address+phone,"T144990, 497043, 3638"
15422,Frank Borba & Son Custom Chopping,1399981.0,447437,TB,1.0,2025-01-31 02:40:19,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1399981,https://www.google.com/search?q=Frank+Borba+&+Son+Custom+Chopping+trucking+California+address+phone,"447437, 1399981"
15468,Lee Bundy,1477228.0,137835,TB,1.0,2025-01-19 06:34:44,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1477228,https://www.google.com/search?q=Lee+Bundy+trucking+California+address+phone,"137835, 1477228"
15493,ROBERT GIOLETTI & SONS,71823.0,b57521,TB,1.0,2025-01-09 03:47:10,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=71823,https://www.google.com/search?q=ROBERT+GIOLETTI+&+SONS+trucking+California+address+phone,"b57521, 71823"
15808,G & G TRANSPORTATION INC,1218684.0,MC517880,TB,1.0,2024-12-31 12:53:23,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1218684,https://www.google.com/search?q=G+&+G+TRANSPORTATION+INC+trucking+California+address+phone,"MC517880, CA117204, 1218684"
15843,Jim*s Honey Farm LLC,834667.0,,TB,1.0,2025-06-10 04:27:13,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=834667,https://www.google.com/search?q=Jim*s+Honey+Farm+LLC+trucking+California+address+phone,834667
15901,Premier Color Nursery,520621.0,559803,TB,1.0,2025-01-07 09:17:03,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=520621,https://www.google.com/search?q=Premier+Color+Nursery+trucking+California+address+phone,"559803, 520621"
15917,"Burney Transportation, Inc.",284825.0,,TB,1.0,2025-01-13 03:30:59,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=284825,https://www.google.com/search?q=Burney+Transportation+Inc.+trucking+California+address+phone,284825
15961,Eco-Shell Inc.,60908.0,1736652,TB,1.0,2025-02-18 04:05:26,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=60908,https://www.google.com/search?q=Eco-Shell+Inc.+trucking+California+address+phone,"1736652, 60908"
16028,F & L Farms Trucking inc.,274534.0,725261,TB,1.0,2025-01-13 03:29:52,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=274534,https://www.google.com/search?q=F+&+L+Farms+Trucking+inc.+trucking+California+address+phone,"15602, 725261, 274534"
16203,Vito Trucking LLC,1476470.0,,TB,1.0,2025-03-27 12:27:24,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1476470,https://www.google.com/search?q=Vito+Trucking+LLC+trucking+California+address+phone,1476470
16462,"Costa Farms, Inc.",709098.0,,TB,1.0,2025-01-30 01:42:23,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=709098,https://www.google.com/search?q=Costa+Farms+Inc.+trucking+California+address+phone,709098
16518,Martins Bros. Dairy Farms,134238.0,765531,TB,1.0,2025-01-19 02:23:56,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=134238,https://www.google.com/search?q=Martins+Bros.+Dairy+Farms+trucking+California+address+phone,"765531, 134238"
16605,G. Bortolotto & Co.,1647619.0,53039,TB,1.0,2025-03-11 03:24:51,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1647619,https://www.google.com/search?q=G.+Bortolotto+&+Co.+trucking+California+address+phone,"53039, 1647619"
16649,RAUSSER BROS T,105398.0,19740,TB,1.0,2025-01-31 03:27:47,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=105398,https://www.google.com/search?q=RAUSSER+BROS+T+trucking+California+address+phone,"19740, 105398"
16684,"Joe Cover & Sons, Inc.",797112.0,,TB,1.0,2025-01-30 02:08:31,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=797112,https://www.google.com/search?q=Joe+Cover+&+Sons+Inc.+trucking+California+address+phone,797112
17097,"Stokes Trucking, LLC",423781.0,,TB,1.0,2025-01-03 01:00:22,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=423781,https://www.google.com/search?q=Stokes+Trucking+LLC+trucking+California+address+phone,423781
17170,Hurricane Express,496472.0,,TB,1.0,2024-12-30 02:54:42,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=496472,https://www.google.com/search?q=Hurricane+Express+trucking+California+address+phone,496472
17175,J R'S TRANSPORTATION INC.,253758.0,,TB,1.0,2025-01-02 11:19:25,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=253758,https://www.google.com/search?q=J+R'S+TRANSPORTATION+INC.+trucking+California+address+phone,253758
17190,"Richers Trucking, Inc.",274505.0,,TB,1.0,2025-01-22 12:47:40,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=274505,https://www.google.com/search?q=Richers+Trucking+Inc.+trucking+California+address+phone,"421377607, 274505"
17225,Jim Piontek,491068.0,,TB,1.0,2025-01-03 08:06:42,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=491068,https://www.google.com/search?q=Jim+Piontek+trucking+California+address+phone,"255369, 491068"
17227,"Hill Brothers Transportation, Inc.",306223.0,,TB,1.0,2025-05-02 05:06:48,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=306223,https://www.google.com/search?q=Hill+Brothers+Transportation+Inc.+trucking+California+address+phone,306223
17249,"TRANS NATIONAL TRANSPORTATION SVC, INC.",674420.0,,TB,1.0,2024-12-26 03:26:49,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=674420,https://www.google.com/search?q=TRANS+NATIONAL+TRANSPORTATION+SVC+INC.+trucking+California+address+phone,674420
17260,DHL EXPRESS INC,315026.0,,TB,1.0,2025-01-07 02:28:19,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=315026,https://www.google.com/search?q=DHL+EXPRESS+INC+trucking+California+address+phone,315026
17286,"Nationwide Trans, Inc.",1470669.0,,TB,1.0,2025-04-21 08:21:36,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1470669,https://www.google.com/search?q=Nationwide+Trans+Inc.+trucking+California+address+phone,1470669
17376,"Progressive Transportation, Inc.",595733.0,,TB,1.0,2025-01-15 03:09:58,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=595733,https://www.google.com/search?q=Progressive+Transportation+Inc.+trucking+California+address+phone,595733
17381,Haskell Peak Logging Co. Inc,1654124.0,212995,TB,1.0,2025-01-03 10:42:54,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1654124,https://www.google.com/search?q=Haskell+Peak+Logging+Co.+Inc+trucking+California+address+phone,"212995, 1654124"
17392,John Davies,1047827.0,693957,TB,1.0,2025-01-03 05:14:33,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1047827,https://www.google.com/search?q=John+Davies+trucking+California+address+phone,"693957, 1047827"
17587,Whitchurch & Son,19004.0,152053,TB,1.0,2024-12-29 12:09:25,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=19004,https://www.google.com/search?q=Whitchurch+&+Son+trucking+California+address+phone,"152053, 19004, 184487"
17626,Intransit Express Delivery,316178.0,1453815,TB,1.0,2025-04-30 12:57:47,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=316178,https://www.google.com/search?q=Intransit+Express+Delivery+trucking+California+address+phone,"1453815, MC-543886, 316178"
17887,Jim Eck Trucking,659334.0,309241,TB,1.0,2025-01-14 04:44:52,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=659334,https://www.google.com/search?q=Jim+Eck+Trucking+trucking+California+address+phone,"309241, 79844, 659334"
18057,Scott Ferguson,216939.0,,TB,1.0,2025-01-02 07:57:58,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=216939,https://www.google.com/search?q=Scott+Ferguson+trucking+California+address+phone,216939
18129,JAIME GONZALEZ LEASED TO LANDSTAR,241572.0,,TB,1.0,2025-01-02 11:08:51,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=241572,https://www.google.com/search?q=JAIME+GONZALEZ+LEASED+TO+LANDSTAR+trucking+California+address+phone,241572
18133,"JOAL TRANSPORT SERVICES,INC.",265752.0,,TB,1.0,2025-01-15 10:45:38,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=265752,https://www.google.com/search?q=JOAL+TRANSPORT+SERVICESINC.+trucking+California+address+phone,265752
18152,"Statewide Road Solutions,LLC",1582450.0,4129445,TB,1.0,2025-02-12 01:19:30,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1582450,https://www.google.com/search?q=Statewide+Road+SolutionsLLC+trucking+California+address+phone,"4129445, 1582450"
18187,"SCOTCO TRUCKING, INC",29055.0,85105,TB,1.0,2024-12-27 03:30:46,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29055,https://www.google.com/search?q=SCOTCO+TRUCKING+INC+trucking+California+address+phone,"305892, 85105, 29055"
18208,Day and Night Transport,1318542.0,291802,TB,1.0,2025-01-14 09:39:37,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1318542,https://www.google.com/search?q=Day+and+Night+Transport+trucking+California+address+phone,"291802, 512752, 1318542"
18211,"Ashbrook Enterprises, Inc.",2573055.0,402063,TB,1.0,2025-01-12 09:49:01,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2573055,https://www.google.com/search?q=Ashbrook+Enterprises+Inc.+trucking+California+address+phone,"402063, 2573055"
18215,KCG INC,618098.0,52596,TB,1.0,2025-03-13 06:47:33,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=618098,https://www.google.com/search?q=KCG+INC+trucking+California+address+phone,"52596, 618098"
18216,"Lazo Transport, Inc.",439984.0,MC824293,TB,1.0,2025-04-21 02:36:09,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=439984,https://www.google.com/search?q=Lazo+Transport+Inc.+trucking+California+address+phone,"MC824293, 2397319, 439984"
18236,D&H Transport Inc.,182491.0,22971,TB,1.0,2025-04-01 09:40:07,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=182491,https://www.google.com/search?q=D&H+Transport+Inc.+trucking+California+address+phone,"22971, 182491"
18247,BABCOCK TRUCKING,181401.0,,TB,1.0,2025-03-24 09:46:26,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=181401,https://www.google.com/search?q=BABCOCK+TRUCKING+trucking+California+address+phone,"MC 200743, 435538, 181401"
18261,P.T.I. Sand & Gravel,1773958.0,62375,TB,1.0,2025-01-02 03:43:55,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1773958,https://www.google.com/search?q=P.T.I.+Sand+&+Gravel+trucking+California+address+phone,"62375, 1773958"
18267,"Mike Lowrie Trucking/Transport, Inc",634919.0,351560,TB,1.0,2025-01-13 10:27:59,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=634919,https://www.google.com/search?q=Mike+Lowrie+Trucking/Transport+Inc+trucking+California+address+phone,"351560, 634919, 26980"
18269,Smalley Trucking Co. Inc,53128.0,15065,TB,1.0,2024-12-30 10:23:53,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=53128,https://www.google.com/search?q=Smalley+Trucking+Co.+Inc+trucking+California+address+phone,"45849, 15065, 53128"
18284,"United Pumping Service, Inc.",217582.0,47679,TB,1.0,2025-03-12 02:42:57,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=217582,https://www.google.com/search?q=United+Pumping+Service+Inc.+trucking+California+address+phone,"EX022868, 47679, 1024, 217582"
18288,GAYTAN TRUCKING LLC,426758.0,1019681,TB,1.0,2025-01-08 06:38:13,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=426758,https://www.google.com/search?q=GAYTAN+TRUCKING+LLC+trucking+California+address+phone,"1019681, 426758"
18292,Charles Dougherty Trucking,154732.0,2495131,TB,1.0,2025-01-06 08:09:29,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=154732,https://www.google.com/search?q=Charles+Dougherty+Trucking+trucking+California+address+phone,"2495131, 873386, 154732"
18307,Coral Construction Company,236087.0,,TB,1.0,2025-02-28 04:50:01,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=236087,https://www.google.com/search?q=Coral+Construction+Company+trucking+California+address+phone,236087
18314,Nordic Enterprises Inc.,490242.0,55916,TB,1.0,2025-01-03 05:00:26,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=490242,https://www.google.com/search?q=Nordic+Enterprises+Inc.+trucking+California+address+phone,"55916, 490242"
